LSOA11CD,medianAge
E01001573,38.0
E01001574,34.0
E01001575,32.0
E01001576,34.0
E01001577,33.0
E01001578,34.0
E01001579,35.0
E01001580,36.0
E01001581,40.0
E01001582,39.0
E01001583,38.0
E01001584,41.0
E01001585,38.0
E01001586,42.0
E01001587,36.0
E01001588,40.0
E01001589,34.0
E01001590,35.0
E01001591,33.0
E01001592,37.0
E01001593,40.0
E01001594,34.0
E01001595,34.0
E01001596,41.0
E01001597,42.0
E01001598,41.0
E01001599,36.0
E01001600,38.0
E01001601,43.0
E01001602,36.0
E01001603,36.0
E01001604,41.0
E01001605,43.0
E01001606,40.0
E01001607,41.0
E01001608,44.0
E01001609,43.0
E01001610,40.0
E01001611,42.0
E01001613,38.0
E01001614,46.0
E01001615,36.0
E01001617,43.0
E01001618,39.0
E01001619,36.0
E01001620,36.0
E01001621,41.0
E01001623,36.0
E01001624,42.0
E01001625,37.0
E01001629,33.0
E01001631,31.0
E01001632,34.0
E01001633,34.0
E01001634,37.0
E01001635,35.0
E01001636,35.0
E01001637,34.0
E01001638,33.0
E01001640,30.0
E01001641,34.0
E01001642,40.0
E01001644,32.0
E01001645,40.0
E01001646,32.0
E01001647,40.0
E01001648,38.0
E01001649,37.5
E01001650,36.0
E01001651,35.0
E01001652,39.0
E01001653,35.0
E01001654,36.0
E01001655,35.0
E01001656,41.0
E01001657,37.0
E01001658,38.0
E01001659,39.0
E01001660,37.0
E01001661,37.0
E01001662,32.0
E01001664,35.0
E01001665,32.0
E01001666,34.0
E01001667,31.0
E01001668,34.0
E01001669,34.0
E01001671,37.0
E01001672,35.0
E01001673,37.0
E01001674,36.0
E01001675,37.0
E01001676,34.0
E01001677,35.0
E01001678,36.5
E01001679,39.0
E01001680,44.5
E01001681,40.0
E01001682,41.0
E01001683,36.0
E01001684,41.0
E01001685,40.0
E01001686,36.0
E01001687,37.0
E01001688,32.0
E01001690,35.0
E01001692,36.0
E01001693,35.0
E01001694,36.0
E01001695,34.0
E01001696,31.0
E01001697,33.0
E01001698,34.0
E01001699,28.0
E01001700,33.0
E01001701,32.0
E01001702,30.0
E01001703,31.0
E01001704,39.0
E01001705,31.0
E01001706,36.0
E01001708,37.0
E01001709,35.0
E01001710,32.0
E01001711,35.0
E01001712,32.0
E01001713,35.0
E01001714,34.0
E01001715,33.0
E01001716,32.0
E01001717,35.0
E01001718,32.0
E01001719,34.0
E01001720,33.0
E01001722,33.0
E01001723,31.0
E01001724,33.0
E01001725,27.5
E01001726,32.0
E01001727,27.0
E01001728,21.0
E01001729,33.0
E01001730,34.0
E01001731,33.0
E01001732,33.0
E01001733,34.0
E01001734,35.0
E01001735,36.0
E01001736,36.0
E01001737,36.0
E01001738,35.0
E01001739,36.0
E01001740,35.0
E01001741,37.0
E01001742,36.0
E01001744,35.0
E01001745,33.0
E01001746,33.0
E01001747,34.0
E01001748,33.0
E01001749,35.0
E01001750,34.0
E01001751,36.0
E01001752,34.0
E01001753,35.0
E01001754,34.0
E01001755,33.0
E01001756,34.0
E01001757,34.5
E01001758,33.0
E01001759,34.0
E01001760,34.0
E01001761,37.0
E01001762,33.0
E01001763,34.0
E01001764,33.0
E01001765,35.0
E01001767,34.0
E01001768,34.0
E01001769,36.0
E01001770,34.0
E01001772,35.0
E01001773,33.0
E01001774,31.0
E01001775,34.0
E01001776,34.0
E01001777,32.0
E01001779,33.0
E01001780,35.0
E01001781,32.0
E01001782,35.0
E01001783,32.0
E01001784,30.0
E01001785,36.0
E01001786,33.0
E01001787,36.0
E01001788,37.0
E01001789,36.0
E01001790,32.0
E01001791,34.0
E01001792,35.0
E01001793,36.0
E01001794,36.0
E01001795,35.0
E01001796,35.0
E01001798,33.0
E01001799,23.0
E01001800,26.0
E01001801,33.0
E01001802,34.0
E01001803,33.0
E01001804,26.0
E01001805,34.0
E01001806,37.0
E01001807,31.0
E01001808,23.0
E01001809,24.0
E01001811,32.0
E01001812,24.0
E01001813,34.0
E01001814,28.0
E01001815,36.0
E01001816,35.0
E01001819,40.0
E01001820,36.0
E01001821,35.0
E01001822,32.0
E01001823,28.0
E01001824,25.0
E01001825,22.0
E01001826,22.0
E01001827,30.0
E01001828,33.0
E01001829,36.0
E01001830,37.0
E01001831,36.5
E01001832,34.0
E01001833,34.0
E01001834,35.0
E01001835,36.0
E01001836,36.0
E01001837,36.0
E01001838,35.0
E01001839,32.0
E01001840,36.0
E01001841,38.0
E01001842,35.0
E01001843,37.0
E01001844,33.0
E01001845,37.0
E01001846,40.0
E01001847,34.0
E01001848,34.0
E01001849,33.0
E01001850,32.0
E01001851,37.0
E01001852,36.0
E01001853,36.0
E01001854,36.0
E01001855,37.0
E01001856,35.0
E01001857,36.0
E01001858,32.0
E01001859,34.0
E01001860,35.0
E01001861,35.0
E01001862,34.0
E01001863,37.0
E01001864,36.0
E01001865,34.0
E01001866,37.0
E01001867,38.0
E01001868,39.0
E01001869,29.0
E01001870,33.0
E01001871,38.0
E01001872,34.0
E01001873,36.0
E01001874,29.0
E01001875,36.0
E01001876,34.0
E01001877,39.0
E01001878,35.0
E01001879,35.0
E01001880,38.0
E01001881,33.0
E01001882,33.0
E01001883,34.0
E01001884,36.0
E01001885,40.0
E01001886,35.0
E01001887,36.0
E01001888,34.0
E01001889,33.0
E01001890,33.0
E01001891,32.0
E01001892,33.0
E01001893,36.0
E01001894,37.0
E01001895,36.0
E01001896,35.0
E01001897,38.0
E01001898,36.0
E01001899,38.0
E01001900,35.0
E01001901,35.0
E01001902,33.0
E01001903,33.0
E01001904,35.0
E01001905,35.0
E01001906,34.0
E01001907,37.0
E01001908,35.0
E01001909,34.0
E01001910,35.0
E01001911,33.0
E01001912,30.0
E01001913,31.0
E01001914,34.0
E01001915,36.0
E01001916,50.0
E01001917,41.0
E01001918,37.0
E01001919,40.0
E01001920,39.0
E01001921,36.0
E01001922,38.0
E01001923,37.0
E01001924,33.0
E01001925,36.0
E01001926,36.0
E01001927,42.0
E01001928,36.0
E01001929,38.0
E01001930,45.0
E01001931,36.0
E01001932,35.0
E01001933,39.0
E01001934,36.0
E01001935,33.0
E01001937,34.0
E01001938,34.0
E01001939,34.0
E01001940,37.0
E01001941,33.0
E01001942,36.0
E01001943,33.0
E01001944,35.0
E01001945,36.0
E01001946,33.0
E01001947,34.0
E01001948,34.0
E01001949,34.0
E01001950,33.0
E01001951,34.0
E01001952,32.0
E01001953,32.0
E01001954,37.0
E01001955,33.0
E01001956,39.0
E01001957,33.0
E01001958,35.0
E01001959,33.0
E01001960,31.0
E01001961,32.0
E01001962,38.0
E01001963,40.0
E01001964,39.0
E01001965,40.0
E01001966,44.0
E01001967,43.0
E01001968,39.0
E01001969,36.0
E01001970,33.0
E01001971,36.0
E01001972,38.0
E01001973,38.0
E01001974,37.0
E01001975,36.0
E01001976,37.0
E01001977,36.0
E01001978,37.0
E01001979,33.0
E01001980,36.0
E01001981,36.0
E01001982,36.0
E01001983,36.0
E01001984,40.0
E01001985,40.0
E01001986,39.0
E01001987,41.0
E01001988,40.0
E01001989,41.0
E01001990,36.0
E01001991,36.0
E01001992,43.0
E01001993,44.0
E01001994,41.0
E01001995,36.0
E01001996,41.0
E01001997,36.0
E01001998,34.0
E01001999,35.0
E01002000,36.0
E01002001,34.0
E01002002,34.0
E01002003,32.0
E01002004,34.0
E01002005,34.0
E01002006,36.0
E01002007,39.0
E01002008,46.5
E01002009,40.0
E01002010,45.0
E01002011,38.0
E01002013,40.0
E01002014,37.0
E01002015,43.0
E01002016,36.0
E01002017,35.0
E01002018,38.0
E01002019,44.0
E01002020,41.0
E01002021,47.0
E01002022,40.0
E01002023,46.0
E01002024,43.0
E01002025,42.0
E01002026,35.0
E01002027,35.0
E01002028,36.0
E01002029,33.0
E01002030,36.0
E01002031,35.0
E01002032,36.0
E01002033,36.0
E01002034,32.0
E01002036,35.0
E01002037,37.0
E01002038,35.0
E01002039,29.0
E01002040,35.0
E01002041,38.0
E01002042,36.0
E01002043,34.0
E01002044,32.0
E01002045,34.0
E01002046,39.0
E01002047,32.0
E01002048,36.0
E01002049,37.0
E01002050,19.0
E01002051,33.0
E01002052,18.0
E01002053,34.0
E01002054,35.0
E01002055,19.0
E01002056,31.0
E01002057,33.0
E01002058,35.0
E01002059,40.0
E01002060,38.0
E01002061,35.0
E01002062,36.0
E01002063,36.0
E01002064,37.0
E01002065,35.0
E01002066,34.0
E01002067,38.0
E01002068,34.0
E01002069,38.0
E01002070,35.0
E01002071,34.0
E01002072,33.0
E01002073,36.0
E01002074,35.0
E01002075,25.0
E01002076,32.0
E01002077,31.0
E01002078,35.0
E01002079,37.0
E01002080,29.0
E01002081,33.0
E01002082,37.0
E01002083,37.0
E01002084,37.0
E01002085,34.0
E01002086,39.0
E01002087,37.0
E01002088,35.0
E01002089,34.0
E01002090,38.0
E01002091,38.0
E01002092,33.0
E01002093,38.0
E01002094,37.0
E01002095,36.0
E01002096,38.0
E01002097,34.0
E01002098,38.0
E01002099,35.0
E01002100,36.0
E01002101,36.0
E01002102,36.0
E01002103,35.0
E01002104,37.0
E01002105,34.0
E01002106,41.0
E01002107,39.0
E01002108,39.0
E01002109,41.0
E01002110,38.0
E01002111,37.0
E01002112,42.0
E01002113,44.0
E01002114,42.0
E01002115,43.0
E01002116,45.0
E01002117,35.0
E01002118,37.0
E01002119,34.0
E01002120,35.0
E01002121,37.0
E01002122,37.0
E01002123,35.0
E01002124,35.0
E01002125,34.0
E01002126,32.0
E01002127,38.0
E01002128,34.0
E01002129,34.0
E01002130,32.5
E01002131,36.0
E01002132,36.0
E01002133,36.0
E01002134,38.0
E01002135,36.0
E01002136,38.0
E01002137,21.0
E01002138,39.0
E01002139,37.0
E01002140,39.0
E01002141,40.0
E01002142,42.0
E01002143,36.0
E01002144,50.0
E01002145,47.0
E01002146,46.0
E01002147,53.5
E01002148,47.0
E01002149,51.0
E01002150,39.0
E01002151,39.0
E01002152,47.0
E01002153,42.0
E01002154,38.0
E01002155,44.0
E01002156,47.0
E01002157,37.0
E01002158,47.0
E01002159,40.0
E01002160,35.0
E01002161,36.0
E01002162,37.0
E01002163,41.0
E01002164,36.5
E01002165,36.0
E01002166,37.0
E01002167,36.0
E01002168,38.0
E01002169,37.0
E01002170,39.0
E01002171,36.0
E01002172,37.0
E01002173,40.0
E01002174,42.0
E01002175,38.0
E01002176,38.0
E01002177,40.0
E01002178,40.0
E01002179,33.0
E01002180,34.0
E01002181,36.0
E01002182,36.0
E01002183,35.0
E01002184,37.0
E01002185,38.0
E01002186,40.0
E01002187,43.0
E01002188,52.0
E01002189,42.0
E01002190,49.0
E01002191,39.5
E01002192,47.0
E01002193,39.0
E01002194,43.0
E01002195,42.0
E01002196,43.5
E01002197,43.0
E01002198,35.0
E01002199,37.5
E01002200,36.0
E01002201,39.0
E01002202,33.0
E01002203,35.0
E01002204,36.0
E01002206,41.0
E01002207,40.0
E01002208,47.0
E01002209,40.0
E01002210,39.0
E01002211,35.0
E01002212,34.0
E01002213,33.0
E01002214,35.0
E01002215,40.0
E01002216,37.0
E01002217,33.0
E01002218,39.0
E01002219,38.0
E01002220,39.0
E01002221,38.0
E01002222,38.0
E01002223,39.0
E01002224,36.0
E01002225,58.0
E01002226,41.0
E01002227,41.0
E01002228,38.0
E01002229,41.0
E01002230,43.0
E01002231,35.0
E01002232,37.0
E01002233,34.0
E01002234,32.0
E01002235,36.0
E01002236,34.0
E01002237,35.0
E01002238,36.0
E01002239,40.0
E01002240,40.0
E01002241,38.0
E01002242,41.0
E01002243,35.0
E01002244,35.0
E01002245,36.0
E01002246,47.0
E01002247,32.0
E01002248,34.0
E01002249,31.0
E01002250,35.0
E01002251,36.0
E01002252,44.0
E01002253,48.0
E01002254,46.0
E01002255,40.0
E01002256,44.0
E01002257,47.0
E01002258,40.0
E01002259,41.0
E01002260,39.0
E01002261,38.0
E01002262,39.0
E01002263,41.0
E01002264,35.0
E01002265,42.0
E01002266,42.0
E01002267,38.0
E01002268,39.0
E01002269,39.0
E01002270,50.0
E01002271,48.0
E01002272,42.0
E01002273,48.0
E01002274,44.0
E01002275,51.0
E01002276,38.0
E01002277,37.0
E01002278,33.0
E01002279,36.0
E01002280,30.0
E01002281,32.0
E01002282,29.0
E01002283,35.0
E01002284,34.0
E01002285,43.0
E01002286,46.0
E01002287,43.0
E01002288,44.0
E01002289,41.0
E01002290,51.0
E01002291,48.0
E01002292,40.0
E01002293,33.0
E01002294,46.0
E01002295,37.0
E01002296,46.0
E01002297,34.0
E01002298,42.0
E01002299,36.0
E01002300,41.0
E01002301,43.0
E01002302,38.0
E01002303,34.0
E01002304,43.0
E01002305,38.0
E01002306,33.0
E01002307,33.0
E01002308,39.0
E01002309,37.0
E01002310,38.0
E01002311,34.5
E01002312,40.0
E01002313,34.0
E01002314,33.0
E01002315,34.0
E01002316,34.0
E01002317,43.0
E01002318,45.0
E01002319,36.0
E01002320,45.0
E01002321,44.0
E01002322,40.0
E01002323,41.0
E01002324,45.0
E01002325,36.0
E01002326,38.0
E01002327,40.0
E01002328,38.0
E01002329,39.0
E01002330,36.0
E01002331,41.0
E01002332,41.0
E01002333,50.0
E01002334,51.0
E01002335,39.0
E01002336,43.0
E01002337,51.0
E01002338,39.0
E01002339,47.0
E01002340,41.0
E01002341,47.0
E01002342,36.0
E01002343,44.0
E01002344,38.0
E01002345,32.0
E01002346,36.0
E01002347,37.0
E01002348,49.0
E01002349,47.0
E01002350,34.0
E01002351,35.0
E01002352,36.0
E01002353,38.0
E01002354,44.0
E01002355,41.0
E01002356,32.0
E01002358,33.0
E01002359,46.0
E01002360,53.0
E01002361,37.0
E01002362,41.0
E01002363,42.0
E01002364,51.0
E01002365,40.0
E01002366,41.0
E01002367,40.0
E01002368,33.0
E01002369,37.0
E01002370,34.0
E01002371,41.0
E01002372,41.0
E01002373,38.0
E01002374,37.0
E01002375,37.0
E01002376,47.0
E01002377,37.0
E01002378,39.0
E01002379,39.0
E01002380,35.0
E01002381,40.0
E01002382,37.0
E01002383,40.0
E01002384,46.0
E01002385,47.0
E01002386,39.0
E01002387,48.0
E01002388,47.0
E01002389,54.0
E01002390,47.0
E01002391,49.0
E01002392,31.5
E01002393,33.0
E01002394,35.0
E01002395,38.0
E01002396,36.0
E01002397,33.0
E01002398,35.0
E01002399,37.0
E01002400,35.0
E01002401,33.0
E01002402,35.0
E01002403,32.0
E01002404,33.0
E01002405,35.0
E01002406,32.0
E01002407,32.0
E01002408,34.0
E01002409,35.0
E01002410,37.0
E01002411,31.0
E01002412,34.0
E01002413,33.0
E01002414,22.0
E01002415,39.0
E01002416,40.0
E01002417,43.0
E01002418,41.0
E01002419,41.0
E01002420,40.0
E01002421,41.0
E01002422,37.0
E01002423,39.0
E01002424,37.0
E01002425,28.0
E01002426,37.0
E01002427,40.0
E01002428,37.0
E01002429,33.0
E01002430,49.0
E01002431,45.0
E01002432,42.0
E01002433,38.0
E01002434,51.0
E01002435,47.0
E01002436,43.0
E01002437,57.0
E01002438,49.0
E01002439,40.0
E01002440,41.0
E01002441,43.0
E01002442,41.0
E01002443,35.0
E01002444,37.0
E01002445,32.0
E01002446,36.0
E01002447,35.0
E01002448,36.0
E01002449,36.0
E01002450,36.0
E01002451,39.0
E01002452,38.0
E01002453,36.0
E01002454,34.0
E01002455,36.0
E01002456,38.0
E01002457,33.0
E01002458,47.0
E01002459,49.0
E01002460,44.0
E01002461,43.0
E01002462,40.0
E01002463,48.0
E01002464,42.0
E01002465,37.0
E01002466,40.0
E01002467,44.0
E01002468,40.0
E01002469,43.0
E01002470,40.0
E01002471,41.0
E01002472,40.0
E01002473,52.0
E01002474,43.0
E01002475,44.0
E01002476,47.0
E01002477,43.0
E01002478,42.0
E01002479,42.0
E01002480,43.0
E01002481,43.0
E01002482,47.0
E01002483,39.0
E01002484,41.0
E01002485,36.0
E01002486,33.0
E01002487,35.0
E01002488,35.0
E01002489,36.0
E01002490,34.0
E01002491,35.0
E01002492,36.0
E01002493,33.0
E01002494,37.0
E01002495,32.0
E01002496,37.0
E01002497,35.0
E01002498,42.0
E01002499,38.0
E01002501,37.0
E01002502,34.0
E01002503,34.0
E01002504,34.0
E01002505,35.0
E01002506,34.0
E01002507,34.0
E01002508,34.0
E01002509,42.0
E01002511,40.0
E01002512,44.0
E01002513,49.0
E01002514,35.0
E01002515,33.0
E01002516,45.0
E01002518,37.0
E01002519,39.0
E01002520,31.0
E01002521,34.0
E01002523,30.0
E01002525,37.0
E01002526,33.0
E01002527,36.0
E01002528,35.0
E01002529,32.0
E01002530,32.0
E01002531,41.0
E01002532,31.0
E01002533,39.0
E01002534,43.0
E01002535,40.0
E01002536,35.0
E01002537,37.0
E01002538,46.0
E01002539,47.0
E01002540,33.0
E01002541,37.0
E01002542,31.0
E01002543,33.0
E01002544,35.0
E01002545,32.0
E01002546,37.0
E01002547,35.0
E01002548,35.0
E01002549,38.0
E01002550,32.0
E01002551,35.0
E01002552,35.0
E01002553,34.0
E01002554,32.0
E01002555,39.0
E01002556,38.0
E01002557,36.0
E01002558,33.0
E01002559,34.0
E01002560,39.0
E01002561,32.0
E01002562,36.0
E01002563,37.0
E01002564,39.0
E01002565,31.0
E01002566,35.0
E01002567,40.0
E01002568,34.0
E01002569,39.0
E01002570,39.0
E01002571,45.0
E01002572,37.0
E01002573,45.0
E01002574,39.0
E01002575,39.0
E01002576,39.0
E01002577,39.0
E01002578,43.0
E01002579,46.0
E01002580,38.0
E01002581,38.0
E01002582,38.0
E01002583,38.0
E01002584,35.0
E01002585,36.0
E01002586,38.0
E01002587,35.0
E01002588,34.0
E01002589,33.0
E01002590,37.0
E01002591,38.0
E01002592,36.0
E01002593,40.0
E01002594,36.0
E01002595,36.0
E01002596,32.0
E01002598,35.0
E01002599,36.0
E01002600,36.0
E01002601,26.0
E01002602,39.0
E01002603,34.0
E01002604,29.0
E01002605,34.0
E01002606,37.0
E01002607,34.0
E01002608,35.0
E01002609,38.0
E01002610,34.0
E01002611,36.0
E01002612,37.0
E01002613,36.0
E01002614,35.0
E01002615,35.0
E01002616,37.0
E01002617,39.0
E01002618,40.0
E01002619,38.0
E01002620,33.0
E01002621,36.0
E01002622,37.0
E01002623,38.0
E01002624,37.0
E01002625,37.0
E01002626,37.0
E01002627,33.0
E01002628,36.0
E01002629,35.0
E01002630,37.0
E01002631,36.0
E01002632,40.0
E01002633,33.0
E01002634,30.0
E01002635,37.0
E01002636,39.0
E01002637,35.0
E01002638,34.0
E01002639,37.0
E01002640,36.0
E01002641,36.0
E01002642,33.0
E01002643,37.0
E01002645,37.0
E01002646,33.0
E01002647,36.0
E01002648,33.0
E01002649,35.0
E01002650,34.0
E01002651,36.0
E01002652,38.0
E01002653,40.0
E01002654,39.0
E01002655,40.0
E01002656,40.0
E01002657,38.0
E01002658,39.0
E01002659,39.0
E01002660,38.0
E01002661,38.0
E01002662,36.0
E01002663,35.0
E01002664,35.0
E01002665,37.0
E01002666,36.0
E01002667,40.0
E01002668,38.0
E01002669,37.0
E01002670,37.0
E01002671,40.0
E01002672,34.0
E01002673,32.0
E01002674,38.0
E01002675,36.0
E01002676,42.0
E01002677,36.0
E01002678,39.0
E01002679,38.0
E01002680,36.5
E01002681,37.0
E01002682,36.0
E01002683,37.0
E01002684,37.0
E01002686,37.0
E01002687,38.0
E01002689,43.0
E01002690,40.0
E01002691,37.0
E01002692,37.0
E01002693,40.0
E01002694,31.0
E01002695,33.0
E01002696,35.0
E01002697,26.0
E01002698,32.0
E01002699,36.0
E01002700,38.0
E01002701,30.0
E01002702,28.0
E01002703,30.0
E01002704,31.0
E01002706,29.0
E01002707,30.0
E01002708,29.0
E01002709,30.0
E01002710,32.0
E01002711,29.0
E01002712,30.0
E01002713,33.0
E01002714,33.0
E01002715,30.0
E01002716,32.0
E01002717,35.0
E01002718,34.0
E01002719,34.0
E01002720,32.0
E01002721,35.0
E01002722,35.0
E01002723,27.0
E01002724,29.0
E01002725,28.0
E01002726,32.0
E01002727,36.0
E01002728,24.0
E01002729,37.0
E01002730,30.0
E01002731,30.0
E01002732,33.0
E01002733,32.0
E01002734,26.0
E01002735,29.0
E01002736,35.0
E01002737,29.0
E01002738,34.0
E01002739,33.0
E01002740,33.0
E01002741,32.0
E01002742,34.0
E01002743,33.0
E01002744,36.0
E01002745,34.0
E01002747,30.0
E01002748,33.0
E01002749,29.0
E01002751,31.0
E01002752,34.0
E01002753,34.0
E01002754,33.0
E01002755,36.0
E01002756,35.0
E01002757,33.0
E01002758,31.0
E01002759,36.0
E01002760,31.0
E01002762,31.0
E01002763,29.0
E01002764,31.0
E01002765,26.0
E01002766,29.0
E01002767,31.0
E01002768,37.0
E01002769,28.0
E01002770,33.0
E01002771,34.0
E01002772,31.0
E01002773,36.0
E01002774,33.0
E01002775,32.0
E01002776,32.0
E01002777,34.0
E01002778,30.0
E01002779,29.0
E01002780,34.0
E01002781,33.0
E01002782,30.0
E01002783,32.0
E01002784,34.0
E01002785,34.0
E01002786,32.0
E01002787,31.0
E01002788,34.0
E01002789,36.0
E01002790,35.0
E01002791,34.0
E01002792,32.0
E01002793,33.0
E01002794,34.0
E01002795,33.0
E01002796,34.0
E01002797,32.0
E01002798,35.0
E01002799,33.0
E01002800,31.0
E01002801,34.0
E01002802,34.0
E01002803,30.0
E01002804,32.0
E01002805,32.0
E01002806,33.0
E01002807,30.0
E01002808,31.0
E01002809,32.0
E01002810,33.0
E01002811,33.0
E01002812,34.0
E01002813,43.0
E01002814,37.0
E01002815,37.0
E01002816,38.0
E01002817,44.0
E01002818,39.0
E01002819,38.0
E01002820,38.0
E01002821,37.0
E01002822,43.0
E01002823,46.0
E01002824,41.0
E01002825,41.0
E01002826,39.0
E01002827,40.0
E01002828,42.0
E01002829,42.0
E01002830,42.0
E01002831,39.0
E01002832,39.0
E01002833,39.0
E01002834,38.0
E01002835,35.0
E01002836,36.0
E01002837,40.0
E01002838,38.0
E01002839,38.0
E01002840,47.0
E01002841,41.0
E01002842,43.0
E01002843,44.0
E01002844,44.0
E01002845,43.0
E01002846,37.0
E01002847,34.0
E01002848,35.0
E01002849,36.0
E01002850,35.0
E01002851,43.0
E01002852,36.0
E01002853,38.0
E01002854,41.0
E01002855,40.0
E01002856,39.0
E01002857,44.0
E01002858,42.0
E01002859,42.0
E01002860,45.0
E01002861,46.0
E01002862,46.0
E01002863,46.0
E01002864,47.0
E01002865,40.0
E01002866,39.0
E01002867,39.0
E01002868,45.0
E01002869,40.0
E01002870,43.0
E01002871,42.0
E01002872,48.0
E01002873,43.0
E01002874,39.0
E01002875,46.0
E01002876,41.0
E01002877,37.0
E01002878,40.0
E01002879,39.5
E01002880,38.0
E01002881,40.0
E01002882,43.0
E01002883,40.0
E01002884,38.0
E01002885,36.0
E01002886,43.0
E01002887,37.0
E01002888,31.0
E01002889,40.0
E01002890,42.0
E01002891,36.5
E01002892,34.0
E01002893,38.0
E01002894,32.0
E01002895,41.0
E01002896,38.0
E01002897,35.0
E01002898,41.0
E01002899,45.0
E01002900,47.0
E01002901,58.0
E01002902,44.0
E01002903,46.0
E01002904,38.0
E01002905,41.0
E01002906,41.0
E01002907,41.0
E01002908,38.0
E01002909,40.0
E01002910,40.0
E01002911,39.0
E01002912,41.0
E01002913,37.0
E01002914,41.0
E01002915,44.0
E01002916,43.0
E01002917,44.0
E01002918,37.0
E01002919,36.0
E01002920,44.0
E01002921,35.0
E01002922,41.0
E01002923,34.0
E01002924,44.0
E01002925,36.0
E01002926,40.0
E01002927,43.0
E01002928,39.0
E01002929,43.0
E01002930,38.0
E01002931,40.0
E01002932,33.0
E01002933,36.0
E01002934,37.0
E01002935,34.0
E01002937,38.0
E01002938,39.0
E01002939,37.0
E01002940,39.0
E01002941,44.0
E01002942,44.0
E01002943,39.0
E01002944,38.0
E01002945,40.0
E01002946,42.0
E01002947,41.0
E01002948,39.0
E01002949,38.0
E01002950,38.0
E01002951,38.0
E01002952,44.0
E01002953,41.0
E01002954,34.0
E01002955,37.0
E01002956,27.0
E01002957,27.0
E01002958,40.0
E01002959,46.0
E01002960,41.0
E01002961,44.0
E01002962,40.0
E01002963,37.5
E01002964,26.0
E01002965,39.0
E01002966,35.0
E01002967,31.0
E01002968,31.0
E01002969,30.0
E01002970,32.0
E01002971,33.0
E01002972,31.0
E01002973,35.0
E01002974,36.0
E01002975,42.0
E01002976,41.0
E01002977,40.0
E01002978,44.0
E01002979,42.0
E01002980,47.0
E01002981,44.0
E01002982,48.0
E01002983,45.0
E01002984,45.0
E01002985,39.0
E01002986,45.0
E01002987,35.0
E01002988,29.0
E01002989,36.0
E01002990,37.0
E01002991,37.0
E01002992,23.0
E01002993,37.0
E01002994,41.0
E01002995,41.0
E01002996,38.0
E01002997,40.0
E01002998,36.0
E01002999,34.0
E01003000,37.0
E01003001,39.0
E01003002,37.0
E01003003,38.0
E01003004,40.0
E01003005,40.0
E01003006,44.0
E01003007,42.0
E01003008,43.0
E01003009,39.0
E01003010,44.0
E01003011,42.0
E01003013,26.0
E01003014,36.0
E01003015,37.0
E01003016,23.0
E01003017,33.0
E01003018,32.0
E01003019,31.0
E01003020,32.0
E01003021,35.0
E01003022,33.0
E01003023,32.0
E01003024,32.0
E01003025,34.0
E01003026,32.0
E01003027,35.0
E01003028,33.0
E01003029,32.0
E01003030,31.0
E01003031,30.0
E01003032,33.0
E01003033,33.0
E01003034,32.0
E01003035,30.0
E01003036,33.0
E01003037,34.0
E01003038,32.0
E01003039,32.0
E01003040,34.0
E01003041,32.0
E01003042,33.0
E01003043,34.0
E01003044,37.0
E01003045,34.0
E01003046,33.0
E01003047,31.0
E01003048,32.0
E01003049,32.0
E01003050,30.0
E01003051,32.0
E01003052,34.0
E01003053,31.0
E01003054,29.0
E01003055,33.0
E01003056,31.0
E01003057,30.0
E01003058,30.0
E01003059,33.0
E01003060,34.0
E01003061,34.0
E01003062,35.0
E01003063,36.0
E01003064,34.0
E01003065,33.0
